WaferID,Batch,BatchIdx,Shift,F1_Tool,F1_Thickness_um,F1_TTV_um,F1_Warp_um,SCRAP_F1,F2_Tool,F2_RCA1_Temp_C,F2_RCA1_Time_s,F2_RCA2_Temp_C,F2_HFDip_Time_s,F2_Particles,F2_MetalContam_ppb,SCRAP_F2,F3_Tool,F3_OxTemp_C,F3_OxTime_min,F3_O2Flow_slm,F3_Thickness_nm,F3_ThicknessDev_nm,F3_Uniformity_pct,F3_KLA_Defects,SCRAP_F3,F4_Tool,F4_CVD_Temp_C,F4_Pressure_mTorr,F4_SiH4_sccm,F4_NH3_sccm,F4_SiN_Thickness_nm,F4_RefractiveIndex,SCRAP_F4,F5_Tool,F5_UVDose_mJ,F5_FocusOffset_nm,F5_BakeTemp_C,F5_DevTime_s,F5_CD_nm,F5_Overlay_nm,F5_KLA_Defects,SCRAP_F5,F6_Tool,F6_EtchTime_s,F6_EtchTemp_C,F6_RFPower_W,F6_CF4_sccm,F6_Pressure_mTorr,F6_Selectivity,F6_Uniformity_pct,F6_ProfileAngle_deg,F6_KLA_Defects,SCRAP_F6,F7_Tool,F7_O2Power_W,F7_StripTemp_C,F7_Time_s,F7_ResidualResist_pct,SCRAP_F7,F8_Tool,F8_Dose_ions_cm2,F8_Energy_keV,F8_Tilt_deg,F8_BeamCurrent_mA,F8_SheetRes_ohmSq,SCRAP_F8,F9_Tool,F9_PeakTemp_C,F9_RampRate_Cs,F9_SoakTime_s,F9_Activation_pct,SCRAP_F9,F10_Tool,F10_Pressure_psi,F10_Platen_rpm,F10_SlurryFlow_mlmin,F10_Time_s,F10_MRR_nmmin,F10_Dishing_nm,F10_Uniformity_pct,F10_KLA_Defects,SCRAP_F10,F11_Tool,F11_DCPower_kW,F11_Ar_sccm,F11_Pressure_mTorr,F11_CuThickness_nm,F11_Resistivity_uOhmcm,F11_StepCoverage_pct,SCRAP_F11,F12_Tool,F12_CurrentDensity_mAcm2,F12_BathTemp_C,F12_Additive_ppm,F12_PlatingTime_s,F12_VoidCount,F12_Overburden_nm,SCRAP_F12,F13_Tool,F13_TargetPower_kW,F13_N2_sccm,F13_Pressure_mTorr,F13_TaNThickness_nm,F13_StepCoverage_pct,F13_BarrierIntegrity,SCRAP_F13,Chem_HF_Reactivity,Chem_SC1_Efficiency,Chem_Cu_Potential_V,Chem_SiN_PlasmaReactivity,Chem_SelectivityIndex,TotalScraps,SCRAP_FINAL
399,BATCH_016,16,Morning,LOADPOINT_LP3,727.3,1.48,4.0,0,TEL_UW1200,79.0,564.0,79.7,32.7,6,0.493,0,TEL_INDY_PLUS,1008.3,58.5,5.06,96.72,3.28,2.72,0,0,AMAT_PRODUCER,742.3,251.0,90.03,497.1,77.49,2.014,0,ASML_XT1900i,28.99,22.5,110.9,62.2,89.32,8.8,4,0,AMAT_DPSII,42.9,55.0,775.7,85.24,110.3,10.3,3.1,87.53,5,0,IRIDIA_RF,1368.3,252.7,186.0,0.147,0,VARIAN_VIISTA,959014631955463.0,40.15,7.02,14.6,80.72,0,TEL_RTP,1053.5,72.24,11.5,86.39,0,NOVELLUS_MOMENTUM,4.72,59.3,210.1,91.7,147.52,1.7,1.26,2,0,NOVELLUS_INOVA,12.14,48.5,3.14,150.03,1.885,88.63,0,SEMITOOL_EQUINOX,17.65,25.7,7.67,116.3,1,280.0,0,AMAT_ENDURA_PVD,7.04,29.4,2.17,10.49,92.34,Good,0,34.8998,96.0,0.3384,1.018,10.37,0,0
400,BATCH_016,16,Night,LOADPOINT_LP3,726.4,1.61,2.4,0,TEL_UW1200,78.8,645.0,82.3,30.7,13,0.465,0,TEL_INDY_PLUS,995.0,59.1,5.43,94.71,5.29,3.34,6,0,AMAT_PRODUCER,751.0,263.0,89.42,488.9,81.99,1.992,0,ASML_XT1900i,28.43,-62.5,110.9,54.7,81.75,7.2,9,1,AMAT_DPSII,45.7,56.8,811.5,76.59,86.9,10.14,3.07,88.98,6,0,IRIDIA_RF,1495.0,256.2,182.0,0,0,VARIAN_VIISTA,1010793152071746.0,38.8,7.14,15.62,82.32,0,TEL_RTP,1058.0,73.75,11.6,88.16,0,NOVELLUS_MOMENTUM,4.49,56.9,174.6,76.8,131.31,11.84,2.64,2,0,NOVELLUS_INOVA,13.01,52.7,3.34,153.68,1.81,83.99,0,SEMITOOL_EQUINOX,20.22,24.4,7.75,105.7,0,277.4,0,AMAT_ENDURA_PVD,7.84,31.3,2.11,11.78,88.05,Good,0,36.9095,92.86,0.3401,0.946,10.977,1,1
401,BATCH_017,17,Night,DISCO_DSC2,727.5,2.33,2.2,0,TEL_UW1200,77.2,570.0,78.2,31.7,16,0.593,0,AVIZA_ATMOS,1004.8,54.8,4.75,98.49,1.51,2.74,4,0,NOVELLUS_SEQUEL,779.6,235.8,106.68,519.8,84.58,2.008,0,ASML_XT1900i,34.17,-19.6,112.8,55.1,88.85,1.5,7,0,TEL_TELIUS,46.7,59.5,823.2,72.11,96.2,9.98,2.92,88.94,3,0,MATTSON_ASPEN2,1489.0,260.3,165.0,0.373,0,VARIAN_VIISTA,1060830507853521.0,41.22,6.56,15.11,77.44,0,MATTSON_HELIOS,1028.0,76.23,9.8,73.38,1,AMAT_MIRRA,4.62,60.3,202.0,96.6,134.67,4.34,1.97,4,0,ULVAC_ENTRON,12.87,47.5,3.39,156.9,2.002,87.34,0,NOVELLUS_SABRE,18.35,23.6,8.6,125.0,0,305.0,0,ASM_XP_PLUS,7.58,29.1,1.97,11.25,90.09,Good,0,40.0976,91.36,0.3389,1.009,10.095,1,0
402,BATCH_017,17,Night,DISCO_DSC2,723.9,0.36,0.3,0,TEL_UW1200,78.1,648.0,79.5,29.5,19,1.004,0,AVIZA_ATMOS,1011.7,58.8,4.76,101.9,1.9,2.39,8,0,NOVELLUS_SEQUEL,773.8,255.3,91.12,456.5,77.56,2.025,0,ASML_XT1900i,27.3,-10.6,109.7,57.8,87.79,7.0,5,0,TEL_TELIUS,44.9,62.5,809.6,77.39,108.9,9.86,3.55,90.37,4,0,MATTSON_ASPEN2,1365.0,261.0,158.0,0.621,1,VARIAN_VIISTA,1013251868293690.0,40.63,7.06,15.99,77.56,0,MATTSON_HELIOS,1031.3,70.08,9.8,75.78,1,AMAT_MIRRA,4.9,63.4,213.5,83.0,155.84,15.11,2.29,4,0,ULVAC_ENTRON,12.89,44.5,2.68,149.42,1.895,85.08,0,NOVELLUS_SABRE,18.87,25.1,8.02,122.6,0,269.4,0,ASM_XP_PLUS,7.37,29.5,2.26,9.55,92.61,Good,0,43.8952,90.49,0.3393,1.056,10.078,2,1
403,BATCH_017,17,Morning,DISCO_DSC2,724.6,0.29,7.0,0,TEL_UW1200,78.0,612.0,79.0,34.6,14,0.764,0,AVIZA_ATMOS,1012.4,66.2,5.28,110.56,10.56,2.03,5,1,NOVELLUS_SEQUEL,767.3,249.3,104.12,472.4,86.86,1.998,1,ASML_XT1900i,33.35,34.2,110.7,68.4,88.14,11.0,4,0,TEL_TELIUS,46.2,56.7,787.7,83.84,123.1,10.19,4.0,89.53,4,0,MATTSON_ASPEN2,1520.2,223.5,190.0,0,0,VARIAN_VIISTA,1023083587026493.0,38.63,7.36,16.0,74.8,0,MATTSON_HELIOS,1056.9,74.93,9.2,88.53,0,AMAT_MIRRA,4.88,57.0,202.0,99.3,147.38,7.36,1.83,2,0,ULVAC_ENTRON,12.1,51.2,2.85,157.44,1.81,86.75,0,NOVELLUS_SABRE,20.57,25.6,8.32,119.1,0,312.3,0,ASM_XP_PLUS,7.36,28.5,1.86,9.35,90.93,Good,0,36.7955,93.0,0.3404,1.092,10.38,2,0
404,BATCH_017,17,Afternoon,DISCO_DSC2,733.1,0.29,1.3,0,TEL_UW1200,77.2,599.0,80.1,23.9,11,0.514,0,AVIZA_ATMOS,1019.3,62.5,4.76,103.22,3.22,2.59,6,0,NOVELLUS_SEQUEL,752.4,234.0,87.66,535.1,82.77,2.028,0,ASML_XT1900i,30.99,-29.1,109.9,60.8,91.9,4.3,5,0,TEL_TELIUS,44.8,62.2,776.4,80.25,102.7,9.94,2.62,88.98,4,0,MATTSON_ASPEN2,1571.2,274.2,190.0,0.357,0,VARIAN_VIISTA,1018950625379541.0,40.62,7.03,14.95,79.29,0,MATTSON_HELIOS,1046.1,73.59,8.8,84.93,0,AMAT_MIRRA,4.71,55.0,197.2,98.3,125.12,1.38,2.58,3,0,ULVAC_ENTRON,12.6,53.2,2.46,150.93,1.731,86.46,0,NOVELLUS_SABRE,22.04,26.7,7.81,118.1,1,313.7,0,ASM_XP_PLUS,8.06,29.3,2.02,9.53,91.66,Good,0,43.503,93.86,0.3412,0.984,9.751,0,0
405,BATCH_017,17,Morning,DISCO_DSC2,724.1,0.73,7.3,0,TEL_UW1200,79.5,579.0,77.7,33.1,7,0.37,0,AVIZA_ATMOS,1006.6,57.9,4.55,100.47,0.47,2.31,4,0,NOVELLUS_SEQUEL,771.8,226.9,103.18,504.3,77.8,2.023,0,ASML_XT1900i,31.58,8.0,112.7,62.4,89.6,16.0,5,0,TEL_TELIUS,46.6,59.4,815.6,81.88,89.5,10.0,3.26,87.69,6,0,MATTSON_ASPEN2,1419.4,219.5,186.0,0,0,VARIAN_VIISTA,977560208778673.0,39.15,6.79,15.26,84.23,0,MATTSON_HELIOS,1063.7,71.49,11.3,93.45,0,AMAT_MIRRA,4.16,59.5,211.0,93.3,132.2,2.18,1.94,5,0,ULVAC_ENTRON,11.77,54.4,2.8,148.73,1.763,89.97,0,NOVELLUS_SABRE,17.16,26.6,7.91,121.5,0,300.0,0,ASM_XP_PLUS,8.04,30.7,1.77,9.34,89.72,Good,0,39.9757,94.25,0.338,0.964,10.04,0,0
406,BATCH_017,17,Night,DISCO_DSC2,723.5,1.68,0.5,0,TEL_UW1200,79.5,592.0,76.1,29.6,17,0.359,0,AVIZA_ATMOS,1000.4,51.0,5.05,91.83,8.17,2.24,5,1,NOVELLUS_SEQUEL,728.2,232.8,91.59,483.7,77.37,1.993,0,ASML_XT1900i,28.83,20.1,112.9,57.2,88.47,8.3,4,0,TEL_TELIUS,42.0,61.0,783.8,82.71,106.2,9.98,3.25,89.24,1,0,MATTSON_ASPEN2,1451.5,236.5,188.0,0,0,VARIAN_VIISTA,994635173805700.0,39.38,7.03,13.95,80.96,0,MATTSON_HELIOS,1039.8,80.93,9.8,81.32,0,AMAT_MIRRA,4.11,54.8,191.9,99.0,123.21,3.2,2.21,6,0,ULVAC_ENTRON,11.28,52.5,2.83,148.55,1.708,80.78,0,NOVELLUS_SABRE,19.09,24.7,7.4,119.5,0,287.4,0,ASM_XP_PLUS,7.5,30.4,1.92,10.72,89.29,Good,0,41.962,89.25,0.3394,1.01,10.133,1,0
407,BATCH_017,17,Afternoon,DISCO_DSC2,727.9,1.08,5.2,0,TEL_UW1200,76.4,616.0,78.8,29.3,16,0.63,0,AVIZA_ATMOS,997.9,71.4,4.21,110.33,10.33,2.51,10,1,NOVELLUS_SEQUEL,704.9,222.5,98.3,555.1,80.27,1.991,0,ASML_XT1900i,30.45,-96.0,107.3,59.6,92.38,8.1,4,0,TEL_TELIUS,45.7,64.7,799.0,78.36,106.3,9.77,3.69,89.6,3,0,MATTSON_ASPEN2,1673.8,256.8,170.0,0.284,0,VARIAN_VIISTA,1004042007328770.0,39.96,7.17,15.2,81.75,0,MATTSON_HELIOS,1053.6,75.2,10.7,87.27,0,AMAT_MIRRA,4.69,54.7,205.3,82.7,124.77,11.72,1.9,10,0,ULVAC_ENTRON,11.83,47.9,2.71,142.49,1.773,79.98,0,NOVELLUS_SABRE,19.63,23.7,7.89,103.5,0,288.5,0,ASM_XP_PLUS,8.19,30.1,1.73,9.94,91.77,Good,0,46.8589,89.44,0.3398,1.03,9.537,1,0
408,BATCH_017,17,Night,DISCO_DSC2,725.2,0.87,9.8,0,TEL_UW1200,80.6,583.0,81.0,30.1,7,0.281,0,AVIZA_ATMOS,1013.0,59.1,5.6,103.71,3.71,1.97,3,0,NOVELLUS_SEQUEL,768.1,239.6,105.67,480.1,80.6,1.972,0,ASML_XT1900i,31.15,41.6,112.5,64.5,91.06,12.9,5,0,TEL_TELIUS,45.7,63.4,794.2,80.42,99.8,9.84,3.28,91.1,3,0,MATTSON_ASPEN2,1412.9,270.7,189.0,0,0,VARIAN_VIISTA,952889637133309.0,38.59,7.11,15.32,85.53,0,MATTSON_HELIOS,1053.4,70.43,11.2,83.71,0,AMAT_MIRRA,4.28,56.7,215.6,98.0,113.28,2.5,2.69,6,0,ULVAC_ENTRON,12.39,50.0,2.79,152.37,1.866,81.01,0,NOVELLUS_SABRE,20.21,27.2,8.38,118.4,0,309.5,0,ASM_XP_PLUS,7.06,28.3,1.99,10.3,94.03,Good,0,45.0889,89.74,0.3401,0.992,9.736,0,0
409,BATCH_017,17,Night,DISCO_DSC2,717.7,1.85,4.1,0,TEL_UW1200,78.3,617.0,77.2,28.0,11,0.394,0,AVIZA_ATMOS,994.0,56.0,4.78,94.79,5.21,2.17,1,0,NOVELLUS_SEQUEL,734.1,299.6,104.22,471.6,78.66,2.04,0,ASML_XT1900i,28.94,40.1,110.8,59.1,84.97,6.6,2,0,TEL_TELIUS,44.1,60.2,835.8,75.08,99.5,9.92,3.63,88.01,2,0,MATTSON_ASPEN2,1500.0,246.9,172.0,0.441,0,VARIAN_VIISTA,1022592403483972.0,40.4,7.25,15.07,78.84,0,MATTSON_HELIOS,1049.2,66.06,11.2,85.21,0,AMAT_MIRRA,4.62,61.6,199.9,93.9,137.13,6.82,1.58,3,0,ULVAC_ENTRON,12.04,50.1,3.11,150.54,1.801,79.0,0,NOVELLUS_SABRE,19.81,24.3,7.45,124.2,0,267.4,0,ASM_XP_PLUS,8.23,31.9,2.14,10.67,90.93,Good,0,40.9592,94.41,0.3399,1.042,10.419,0,0
410,BATCH_017,17,Morning,DISCO_DSC2,728.9,1.13,4.6,0,TEL_UW1200,79.0,572.0,80.1,25.9,12,0.594,0,AVIZA_ATMOS,1003.4,51.4,5.56,95.65,4.35,1.92,7,0,NOVELLUS_SEQUEL,730.2,252.2,104.48,503.9,80.82,2.018,0,ASML_XT1900i,30.53,-42.7,108.1,64.8,91.38,4.5,5,0,TEL_TELIUS,44.8,62.8,780.0,75.07,100.1,9.9,2.09,91.11,1,0,MATTSON_ASPEN2,1631.5,272.7,171.0,0.169,0,VARIAN_VIISTA,995911677417609.0,40.38,6.95,14.15,80.93,0,MATTSON_HELIOS,1035.7,70.12,9.4,79.66,1,AMAT_MIRRA,4.67,61.5,227.5,98.2,129.99,5.43,2.29,4,0,ULVAC_ENTRON,12.03,54.4,3.13,155.51,1.852,78.41,0,NOVELLUS_SABRE,17.91,25.0,8.32,100.8,0,297.5,0,ASM_XP_PLUS,8.09,30.3,1.96,9.15,85.02,Good,0,44.2903,93.0,0.3386,0.975,9.763,1,1
411,BATCH_017,17,Morning,DISCO_DSC2,724.3,0.11,0.9,0,TEL_UW1200,77.5,630.0,82.4,29.8,13,-0.052,0,AVIZA_ATMOS,1007.8,54.1,4.67,98.15,1.85,2.52,4,0,NOVELLUS_SEQUEL,767.4,227.1,99.35,561.3,75.99,1.991,0,ASML_XT1900i,30.93,134.8,111.4,65.6,94.44,7.2,3,0,TEL_TELIUS,44.9,55.6,808.3,80.57,91.0,10.2,3.09,91.24,0,0,MATTSON_ASPEN2,1344.1,254.3,165.0,0.109,0,VARIAN_VIISTA,990534672109998.0,40.89,6.63,14.24,79.08,0,MATTSON_HELIOS,1049.7,69.93,10.9,86.18,0,AMAT_MIRRA,4.77,64.2,213.1,90.4,152.18,5.99,2.19,6,0,ULVAC_ENTRON,12.93,53.3,2.91,150.8,1.903,83.18,0,NOVELLUS_SABRE,19.9,24.8,7.74,107.9,0,305.7,0,ASM_XP_PLUS,8.23,25.9,2.03,10.76,92.09,Good,0,35.5596,93.25,0.3399,0.964,9.747,0,0
412,BATCH_017,17,Afternoon,DISCO_DSC2,727.8,0.45,5.0,0,TEL_UW1200,78.0,569.0,79.2,36.3,9,0.412,0,AVIZA_ATMOS,1000.1,64.2,4.95,101.24,1.24,2.23,4,0,NOVELLUS_SEQUEL,762.3,291.3,104.58,469.0,82.39,2.033,0,ASML_XT1900i,28.21,1.8,108.4,60.6,86.29,4.6,6,0,TEL_TELIUS,47.1,62.1,798.7,81.97,100.1,9.9,3.76,88.17,5,0,MATTSON_ASPEN2,1587.6,254.5,187.0,0.374,0,VARIAN_VIISTA,1001505799236513.0,39.07,7.3,14.91,79.3,0,MATTSON_HELIOS,1055.9,81.26,9.4,93.66,0,AMAT_MIRRA,4.48,59.6,214.0,89.3,143.21,7.12,1.99,6,0,ULVAC_ENTRON,11.24,55.7,2.77,156.32,1.833,82.75,0,NOVELLUS_SABRE,20.04,23.5,8.48,113.0,0,280.8,0,ASM_XP_PLUS,7.89,30.7,1.9,9.2,90.98,Good,0,43.3728,95.5,0.34,0.999,10.267,0,0
413,BATCH_017,17,Night,DISCO_DSC2,722.1,1.86,1.5,0,TEL_UW1200,76.1,632.0,79.6,36.7,15,0.285,0,AVIZA_ATMOS,999.2,57.8,4.62,97.77,2.23,2.18,7,0,NOVELLUS_SEQUEL,750.0,209.5,87.56,499.4,80.31,2.005,0,ASML_XT1900i,29.01,4.1,114.8,53.4,89.75,13.2,6,0,TEL_TELIUS,44.0,58.5,823.6,81.93,78.3,10.03,3.49,89.3,4,0,MATTSON_ASPEN2,1438.0,245.1,210.0,0,0,VARIAN_VIISTA,998284485679091.0,39.92,7.18,15.16,77.83,0,MATTSON_HELIOS,1047.8,71.5,10.8,82.47,0,AMAT_MIRRA,5.49,58.2,196.8,80.3,159.49,14.67,2.43,4,0,ULVAC_ENTRON,12.06,50.3,3.49,144.9,1.806,87.83,0,NOVELLUS_SABRE,23.04,25.4,7.97,131.4,0,323.8,0,ASM_XP_PLUS,7.74,25.0,1.82,9.06,86.89,Good,0,38.892,88.89,0.3418,0.911,10.055,0,1
414,BATCH_017,17,Morning,DISCO_DSC2,725.6,2.23,2.2,0,TEL_UW1200,79.2,589.0,78.6,32.0,14,0.498,0,AVIZA_ATMOS,1012.2,61.1,5.11,102.3,2.3,2.54,5,0,NOVELLUS_SEQUEL,744.6,256.0,99.9,517.5,77.89,2.015,0,ASML_XT1900i,30.9,-11.8,112.1,56.5,93.83,13.9,2,0,TEL_TELIUS,46.7,56.4,787.9,79.83,104.3,10.2,1.83,90.86,1,0,MATTSON_ASPEN2,1383.3,252.9,156.0,0.216,0,VARIAN_VIISTA,960347971950297.0,38.58,7.63,14.8,79.93,0,MATTSON_HELIOS,1080.7,78.58,10.0,96.4,1,AMAT_MIRRA,5.31,58.2,202.1,88.9,157.55,5.16,2.98,5,0,ULVAC_ENTRON,12.51,52.2,3.31,148.56,1.954,88.54,0,NOVELLUS_SABRE,22.15,26.1,8.1,110.3,0,310.1,0,ASM_XP_PLUS,8.34,28.6,1.71,9.85,94.25,Good,0,36.4551,91.56,0.3413,1.006,9.809,1,0
415,BATCH_017,17,Night,DISCO_DSC2,729.6,0.34,0.9,0,TEL_UW1200,80.6,580.0,78.0,25.7,9,0.768,0,AVIZA_ATMOS,1002.3,65.3,5.33,105.65,5.65,2.41,6,0,NOVELLUS_SEQUEL,750.8,269.0,105.1,493.7,79.02,2.012,0,ASML_XT1900i,30.03,-37.3,110.4,56.6,90.66,7.8,7,0,TEL_TELIUS,42.5,59.1,755.3,71.92,123.0,10.13,3.32,88.76,2,0,MATTSON_ASPEN2,1459.9,244.8,187.0,0.615,1,VARIAN_VIISTA,996839729737908.0,37.1,6.68,15.68,79.78,0,MATTSON_HELIOS,1056.0,72.81,9.6,87.28,0,AMAT_MIRRA,4.34,59.7,216.6,83.8,129.73,0.67,1.77,1,0,ULVAC_ENTRON,11.77,53.6,2.82,141.04,1.853,84.07,0,NOVELLUS_SABRE,18.95,24.0,7.43,126.7,0,285.1,0,ASM_XP_PLUS,8.97,33.0,1.77,9.11,94.14,Good,0,39.6118,88.74,0.3393,1.047,10.063,1,0
416,BATCH_017,17,Afternoon,DISCO_DSC2,726.9,0.32,3.8,0,TEL_UW1200,77.5,607.0,76.6,34.7,4,0.711,0,AVIZA_ATMOS,1003.5,59.3,5.21,102.58,2.58,3.37,8,0,NOVELLUS_SEQUEL,778.8,262.2,97.81,480.7,87.34,2.021,1,ASML_XT1900i,35.64,-35.3,107.1,54.5,89.55,3.8,5,0,TEL_TELIUS,49.2,59.4,821.5,82.26,115.4,9.99,2.86,88.58,5,0,MATTSON_ASPEN2,1555.4,263.4,179.0,0.043,0,VARIAN_VIISTA,973730541264793.0,39.56,7.64,15.27,82.24,0,MATTSON_HELIOS,1060.2,68.77,8.7,91.65,0,AMAT_MIRRA,3.91,63.8,235.1,92.7,118.2,4.73,2.22,4,0,ULVAC_ENTRON,12.08,46.5,2.79,158.14,1.883,87.05,0,NOVELLUS_SABRE,20.22,25.3,7.09,110.9,1,310.3,0,ASM_XP_PLUS,7.55,33.0,2.16,9.39,88.37,Good,0,39.9757,97.75,0.3401,1.103,10.035,1,0
417,BATCH_017,17,Night,DISCO_DSC2,726.0,1.38,2.1,0,TEL_UW1200,78.2,564.0,78.7,29.5,11,0.402,0,AVIZA_ATMOS,1007.9,55.2,4.63,96.6,3.4,1.47,5,0,NOVELLUS_SEQUEL,749.6,239.9,107.88,501.2,79.09,2.005,0,ASML_XT1900i,26.97,-7.7,111.7,60.3,87.78,4.6,7,0,TEL_TELIUS,43.4,62.2,779.1,80.32,105.8,9.93,3.14,88.64,5,0,MATTSON_ASPEN2,1468.5,238.8,201.0,0.201,0,VARIAN_VIISTA,1017913226146925.0,40.04,7.32,15.1,77.23,0,MATTSON_HELIOS,1045.0,80.68,11.0,82.83,0,AMAT_MIRRA,4.73,56.9,173.0,82.8,137.62,11.31,1.32,8,0,ULVAC_ENTRON,12.65,46.1,2.77,155.58,1.925,83.98,0,NOVELLUS_SABRE,19.5,25.1,7.63,119.4,0,274.5,0,ASM_XP_PLUS,7.63,30.4,2.16,10.46,88.98,Good,0,43.503,94.46,0.3397,1.002,10.15,0,0
418,BATCH_017,17,Morning,DISCO_DSC2,721.8,0.1,3.1,0,TEL_UW1200,78.5,597.0,79.6,30.1,9,0.715,0,AVIZA_ATMOS,997.9,68.7,4.63,107.81,7.81,2.81,5,0,NOVELLUS_SEQUEL,754.5,246.7,102.01,460.6,85.84,2.016,0,ASML_XT1900i,33.34,64.4,106.9,68.0,92.31,5.3,5,0,TEL_TELIUS,48.1,63.9,809.9,81.75,90.4,9.79,3.29,88.73,4,0,MATTSON_ASPEN2,1500.5,244.7,170.0,0.096,0,VARIAN_VIISTA,1042219043331374.0,41.21,7.43,15.28,71.57,0,MATTSON_HELIOS,1044.7,78.53,9.6,82.02,0,AMAT_MIRRA,4.51,59.1,219.7,96.8,126.46,5.93,1.79,2,0,ULVAC_ENTRON,12.03,47.6,2.73,146.0,1.759,84.93,0,NOVELLUS_SABRE,19.58,24.4,8.44,106.8,0,265.4,0,ASM_XP_PLUS,8.27,29.0,2.02,9.55,88.5,Good,0,45.7633,95.25,0.3397,0.963,9.564,0,0
419,BATCH_017,17,Morning,DISCO_DSC2,723.9,0.8,0.3,0,TEL_UW1200,76.1,633.0,77.1,33.5,10,0.942,0,AVIZA_ATMOS,997.1,55.5,4.97,97.26,2.74,3.47,4,0,NOVELLUS_SEQUEL,743.5,265.8,108.01,525.5,78.78,2.027,0,ASML_XT1900i,29.97,107.9,111.2,64.8,89.55,12.1,6,0,TEL_TELIUS,45.1,59.9,821.2,83.64,115.7,9.96,2.53,88.4,3,0,MATTSON_ASPEN2,1427.8,230.0,174.0,0,0,VARIAN_VIISTA,967491813934577.0,42.32,6.87,15.32,85.39,0,MATTSON_HELIOS,1070.4,68.4,10.7,91.95,0,AMAT_MIRRA,4.79,60.1,199.8,68.4,145.52,7.72,2.54,5,0,ULVAC_ENTRON,13.06,51.1,3.19,151.59,1.747,83.78,0,NOVELLUS_SABRE,20.2,23.2,8.19,137.8,2,302.2,0,ASM_XP_PLUS,8.16,27.8,2.01,10.87,87.0,Good,0,40.5881,91.39,0.3401,1.104,10.005,0,0
420,BATCH_017,17,Afternoon,DISCO_DSC2,724.6,0.17,0.0,0,TEL_UW1200,77.9,565.0,77.5,30.2,7,0.479,0,AVIZA_ATMOS,987.4,66.8,5.07,105.97,5.97,2.96,6,0,NOVELLUS_SEQUEL,776.3,257.7,113.74,474.5,78.77,1.99,0,ASML_XT1900i,28.77,-79.5,109.3,61.1,91.59,18.0,6,0,TEL_TELIUS,44.7,60.3,786.4,78.73,93.8,10.01,3.33,88.98,4,0,MATTSON_ASPEN2,1438.5,271.3,180.0,0.113,0,VARIAN_VIISTA,1033432503241688.0,40.84,7.18,15.89,75.55,0,MATTSON_HELIOS,1059.4,78.61,11.1,87.73,0,AMAT_MIRRA,4.85,52.3,193.7,76.8,139.44,17.73,1.69,8,0,ULVAC_ENTRON,11.78,48.1,3.67,143.87,1.779,83.0,0,NOVELLUS_SABRE,21.1,25.3,7.94,121.5,0,311.0,0,ASM_XP_PLUS,7.94,28.1,1.91,10.2,86.09,Good,0,41.0835,96.49,0.3407,0.952,9.851,0,0
421,BATCH_017,17,Afternoon,DISCO_DSC2,723.1,0.97,2.3,0,TEL_UW1200,79.5,600.0,75.5,33.6,10,0.071,0,AVIZA_ATMOS,1002.3,60.0,5.18,100.84,0.84,2.32,4,0,NOVELLUS_SEQUEL,752.2,258.9,100.35,497.7,79.61,2.0,0,ASML_XT1900i,29.66,-69.5,111.2,54.5,87.53,12.5,5,0,TEL_TELIUS,45.5,56.3,790.0,87.57,113.5,10.21,3.28,87.89,1,0,MATTSON_ASPEN2,1480.2,256.8,188.0,0,0,VARIAN_VIISTA,963702314966585.0,39.25,6.96,15.33,81.02,0,MATTSON_HELIOS,1067.5,71.32,10.3,93.4,0,AMAT_MIRRA,4.51,59.6,207.1,89.0,128.12,8.85,2.49,6,0,ULVAC_ENTRON,12.38,48.5,3.57,143.79,1.839,88.62,0,NOVELLUS_SABRE,18.68,25.0,8.14,118.7,2,267.2,0,ASM_XP_PLUS,8.65,32.9,1.91,10.71,89.95,Good,0,36.3421,92.75,0.3391,1.052,10.462,0,0
422,BATCH_017,17,Morning,DISCO_DSC2,723.3,0.69,3.0,0,TEL_UW1200,75.5,637.0,80.5,32.7,5,0.777,0,AVIZA_ATMOS,1002.6,59.7,4.85,102.27,2.27,2.55,6,0,NOVELLUS_SEQUEL,743.9,253.5,106.4,499.8,83.48,1.981,0,ASML_XT1900i,31.68,65.4,110.6,52.4,90.63,3.3,3,0,TEL_TELIUS,47.8,63.7,797.8,68.4,111.6,9.82,2.51,89.34,4,0,MATTSON_ASPEN2,1424.8,274.7,166.0,0.288,0,VARIAN_VIISTA,1010167869100332.0,39.59,7.26,15.49,81.73,0,MATTSON_HELIOS,1041.6,77.7,8.6,78.8,1,AMAT_MIRRA,4.56,60.2,232.4,91.6,157.03,2.03,1.87,3,0,ULVAC_ENTRON,12.23,48.8,2.35,150.98,1.75,81.74,0,NOVELLUS_SABRE,20.51,25.7,9.07,119.8,0,311.4,0,ASM_XP_PLUS,8.08,29.9,2.34,10.42,86.4,Good,0,45.4926,91.25,0.3403,1.054,9.758,1,0
